,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependants,own_telephone,foreign_worker,class
3013,>=200,15.31702657,existing paid,new car,1982.947946,<100,4<=X<7,2,male div/sep,co applicant,2.842270209,life insurance,19.84227021,stores,rent,1.578864896,skilled,1.421135104,none,yes,bad
3014,0<=X<200,24,critical/order existing credit,furniture/equipment,4736,<100,<1,2,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,bad
3015,0<=X<200,12,existing paid,other,674.082878,100<=X<500,4<=X<7,3.984931274,male mar/wid,none,1.015068726,car,20.03767182,bank,own,1,skilled,1,none,yes,bad
3016,no checking,18,existing paid,furniture/equipment,1533,<100,<1,4,male mar/wid,co applicant,1,life insurance,43,stores,own,1,unskilled resident,2,none,yes,bad
3017,0<=X<200,20.6535464,delayed previously,furniture/equipment,1216.557742,500<=X<10000,1<=X<4,4,male mar/wid,none,3.442257734,no known property,43.01968039,bank,own,1.442257734,unemp/unskilled non res,1.442257734,none,yes,bad
3018,>=200,15,critical/order existing credit,radio/tv,1271,no known savings,1<=X<4,3,male single,none,4,no known property,39,stores,for free,2,skilled,1,yes,yes,bad
3019,<0,22.63552445,existing paid,radio/tv,2317.91009,<100,4<=X<7,2.727192805,female div/dep/mar,none,3.363596403,life insurance,27.18157842,stores,own,1,unemp/unskilled non res,1,none,yes,bad
3020,0<=X<200,14.37990961,critical/order existing credit,new car,1541.53638,<100,4<=X<7,2.189954806,male mar/wid,none,1.793303204,life insurance,31.32968364,bank,own,1,skilled,1,none,yes,bad
3021,<0,24,existing paid,radio/tv,1282,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,car,32,stores,own,1,unskilled resident,1,none,yes,bad
3022,<0,42,existing paid,radio/tv,7174,no known savings,4<=X<7,4,female div/dep/mar,none,3,car,30,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
3023,0<=X<200,12,existing paid,repairs,639,<100,1<=X<4,4,male single,none,2,car,30,stores,own,1,skilled,1,none,yes,bad
3024,0<=X<200,36,delayed previously,new car,8104.913602,100<=X<500,>=7,2.075958241,male single,none,4,car,42.3797912,stores,for free,3.772125277,high qualif/self emp/mgmt,1,none,yes,bad
3025,0<=X<200,36,existing paid,used car,9398,<100,<1,1,male mar/wid,none,4,car,28,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
3026,<0,21.66772925,all paid,new car,1649.670917,>=1000,1<=X<4,4,male mar/wid,none,2,car,37.55165941,stores,own,1.777423582,unskilled resident,1.777423582,none,yes,bad
3027,0<=X<200,47.82252206,delayed previously,other,5952.042683,<100,1<=X<4,2.044369484,female div/dep/mar,none,2.022184742,no known property,22.11092371,bank,own,1,skilled,1,none,yes,bad
3028,<0,42.98900557,existing paid,radio/tv,7145.154004,>=1000,4<=X<7,3.505497217,female div/dep/mar,guarantor,2.670331478,car,30.65933704,stores,own,1.164834261,high qualif/self emp/mgmt,1,yes,yes,bad
3029,<0,11.22292158,existing paid,radio/tv,731.6624705,100<=X<500,4<=X<7,3.740973861,male div/sep,none,2.740973861,no known property,31.7048693,stores,own,1,unskilled resident,1,none,yes,bad
3030,<0,23.67908822,critical/order existing credit,new car,1344.053485,>=1000,1<=X<4,4,male mar/wid,none,2.053485297,real estate,36.41166174,bank,own,1.946514703,unemp/unskilled non res,1.946514703,none,yes,bad
3031,no checking,18,existing paid,furniture/equipment,1533,<100,<1,4,male mar/wid,co applicant,1,life insurance,43,stores,own,1,unskilled resident,2,none,yes,bad
3032,<0,11.66064019,critical/order existing credit,furniture/equipment,2239.891523,<100,<1,2.830320096,male single,none,2.830320096,life insurance,54.06120336,bank,own,1.830320096,skilled,1,none,yes,bad
3033,0<=X<200,24,existing paid,new car,1246,<100,<1,4,male single,none,2,real estate,23,,own,1,unskilled resident,1,none,yes,bad
3034,<0,24,critical/order existing credit,new car,3575.222241,500<=X<10000,4<=X<7,2.663445785,male single,none,4,car,28.34621686,bank,own,1.336554215,skilled,1,none,yes,bad
3035,<0,41.19773607,all paid,domestic appliance,6854.802264,<100,<1,2.477714891,male div/sep,none,2.433144673,life insurance,58.82171913,bank,own,1.477714891,skilled,1,yes,yes,bad
3036,<0,18,existing paid,furniture/equipment,1131,<100,unemployed,4,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,none,yes,bad
3037,<0,24,all paid,business,3161,<100,1<=X<4,4,male single,none,2,life insurance,31,stores,rent,1,skilled,1,yes,yes,bad
3038,0<=X<200,18,no credits/all paid,new car,2278,100<=X<500,<1,3,female div/dep/mar,none,3,car,28,stores,own,2,skilled,1,none,yes,bad
3039,0<=X<200,48,existing paid,radio/tv,3060,<100,4<=X<7,4,male single,none,4,real estate,28,stores,own,2,skilled,1,none,yes,bad
3040,<0,9,existing paid,new car,654,<100,1<=X<4,4,male single,none,3,car,28,stores,own,1,unskilled resident,1,none,yes,bad
3041,0<=X<200,12,existing paid,other,674.082878,100<=X<500,4<=X<7,3.984931274,male mar/wid,none,1.015068726,car,20.03767182,bank,own,1,skilled,1,none,yes,bad
3042,<0,12,existing paid,radio/tv,727,100<=X<500,<1,4,male mar/wid,none,3,no known property,33,stores,own,1,unskilled resident,1,yes,yes,bad
3043,0<=X<200,36,existing paid,education,12612,100<=X<500,1<=X<4,1,male single,none,4,no known property,47,stores,for free,1,skilled,2,yes,yes,bad
3044,<0,21.66772925,all paid,new car,1649.670917,>=1000,1<=X<4,4,male mar/wid,none,2,car,37.55165941,stores,own,1.777423582,unskilled resident,1.777423582,none,yes,bad
3045,0<=X<200,40.5974079,critical/order existing credit,furniture/equipment,5152.753206,<100,4<=X<7,2.822510233,female div/dep/mar,none,2.588744883,car,29.17748977,stores,own,1.411255117,high qualif/self emp/mgmt,1,none,yes,bad
3046,0<=X<200,9.597152116,existing paid,new car,651.0142394,<100,1<=X<4,4,male single,none,2.800949295,car,28.39810141,stores,own,1,unemp/unskilled non res,1,none,yes,bad
3047,0<=X<200,32.38535444,critical/order existing credit,other,8365.724487,<100,4<=X<7,2.397559074,male single,none,2.795118148,life insurance,48.20488185,stores,for free,1,skilled,1,none,yes,bad
3048,0<=X<200,20.8624162,delayed previously,business,1188.091723,<100,>=7,2,female div/dep/mar,none,4,life insurance,39.73378026,stores,for free,1.091722533,skilled,2,none,yes,bad
3049,no checking,24,existing paid,radio/tv,5943,no known savings,<1,1,female div/dep/mar,none,1,car,44,stores,own,2,skilled,1,yes,yes,bad
3050,<0,24,all paid,new car,1357.289241,no known savings,<1,4,male single,none,2.949231469,car,39.84769441,stores,own,1.050768531,high qualif/self emp/mgmt,1.050768531,none,yes,bad
3051,<0,12,existing paid,radio/tv,727,100<=X<500,<1,4,male mar/wid,none,3,no known property,33,stores,own,1,unskilled resident,1,yes,yes,bad
3052,0<=X<200,43.75023995,critical/order existing credit,furniture/equipment,5125.394174,<100,1<=X<4,2.708293342,male div/sep,none,2.645853329,car,29.64585333,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
3053,<0,17.81191166,existing paid,furniture/equipment,1129.463945,<100,>=7,4,female div/dep/mar,none,2.062696112,car,33.47022084,bank,own,1.031348056,skilled,1,none,yes,bad
3054,0<=X<200,13.07616315,delayed previously,other,1476.466858,>=1000,1<=X<4,2.358721049,male mar/wid,none,1.538081573,no known property,26.25552367,stores,for free,1.179360524,skilled,1.179360524,none,yes,bad
3055,0<=X<200,51.63689933,critical/order existing credit,radio/tv,6317.967777,<100,<1,4,male single,none,4,no known property,44.78770022,stores,for free,1.696925056,skilled,1,none,yes,bad
3056,<0,12,existing paid,radio/tv,709,<100,>=7,4,male single,none,4,real estate,57,,own,1,unskilled resident,1,none,yes,bad
3057,0<=X<200,47.82252206,delayed previously,other,5952.042683,<100,1<=X<4,2.044369484,female div/dep/mar,none,2.022184742,no known property,22.11092371,bank,own,1,skilled,1,none,yes,bad
3058,0<=X<200,11.38330871,existing paid,furniture/equipment,955.4250369,<100,4<=X<7,2.191654354,male div/sep,none,2.397218118,car,30.58887247,stores,own,1.397218118,skilled,1.397218118,none,no,bad
3059,0<=X<200,36,existing paid,new car,12389,no known savings,1<=X<4,1,male single,none,4,no known property,37,stores,for free,1,skilled,1,yes,yes,bad
3060,<0,12,existing paid,new car,1372,<100,4<=X<7,2,male div/sep,none,3,car,36,stores,own,1,skilled,1,none,yes,bad
3061,<0,11.90305215,existing paid,other,673.353681,100<=X<500,1<=X<4,4,male mar/wid,none,1.064631902,car,20.25852761,stores,own,1,skilled,1,none,yes,bad
3062,<0,24,all paid,business,3161,<100,1<=X<4,4,male single,none,2,life insurance,31,stores,rent,1,skilled,1,yes,yes,bad
3063,<0,28.14595503,delayed previously,education,2125.364888,<100,1<=X<4,2.872671663,male single,guarantor,1.436335832,life insurance,29.67236581,stores,own,1.563664168,skilled,1,none,yes,bad
3064,no checking,12,existing paid,furniture/equipment,1123,500<=X<10000,1<=X<4,4,female div/dep/mar,none,4,car,29,stores,rent,1,unskilled resident,1,none,yes,bad
3065,0<=X<200,40.5974079,critical/order existing credit,furniture/equipment,5152.753206,<100,4<=X<7,2.822510233,female div/dep/mar,none,2.588744883,car,29.17748977,stores,own,1.411255117,high qualif/self emp/mgmt,1,none,yes,bad
3066,0<=X<200,45.66053601,existing paid,new car,3906.240673,<100,1<=X<4,4,male mar/wid,none,3.415134003,life insurance,45.22017867,stores,for free,1,skilled,1.805044668,none,yes,bad
3067,>=200,30,delayed previously,business,1908,<100,>=7,4,male single,none,4,real estate,66,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
3068,<0,23.67908822,critical/order existing credit,new car,1344.053485,>=1000,1<=X<4,4,male mar/wid,none,2.053485297,real estate,36.41166174,bank,own,1.946514703,unemp/unskilled non res,1.946514703,none,yes,bad
3069,0<=X<200,47.26866833,existing paid,other,10972.18328,<100,1<=X<4,1.030472153,male single,co applicant,2.030472153,life insurance,27.06094431,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
3070,0<=X<200,24,critical/order existing credit,new car,1356.862417,>=1000,<1,3.620805684,male div/sep,none,3.379194316,car,34.31208527,stores,own,1,skilled,1,yes,yes,bad
3071,<0,10.92229001,critical/order existing credit,education,3393.84458,<100,1<=X<4,1.328152667,male div/sep,none,3.015541998,no known property,38.09325199,stores,own,1.328152667,high qualif/self emp/mgmt,1,none,yes,bad
3072,0<=X<200,34.78688265,existing paid,furniture/equipment,3095.23498,<100,4<=X<7,2.53187585,male div/sep,none,4,life insurance,30.20218623,stores,own,1.265937925,unemp/unskilled non res,1,none,yes,bad
3073,<0,27.08997909,delayed previously,new car,4002.359916,<100,1<=X<4,2.817995818,male mar/wid,none,2.182004182,car,43.90797491,bank,own,1.182004182,unemp/unskilled non res,1,none,yes,bad
3074,no checking,18,all paid,new car,6458,<100,>=7,2,male single,none,4,no known property,39,bank,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
3075,>=200,35.20430189,delayed previously,furniture/equipment,3349,500<=X<10000,1<=X<4,4,female div/dep/mar,none,2.132616352,car,28.13261635,stores,for free,1,high qualif/self emp/mgmt,1.066308176,yes,yes,bad
3076,0<=X<200,24,existing paid,repairs,4101.517462,500<=X<10000,4<=X<7,3,female div/dep/mar,none,3.794954671,car,31.07567993,stores,own,1,skilled,1,none,yes,bad
3077,<0,12,existing paid,education,684,<100,1<=X<4,4,male single,none,4,car,40,stores,rent,1,unskilled resident,2,none,yes,bad
3078,0<=X<200,13.07616315,delayed previously,other,1476.466858,>=1000,1<=X<4,2.358721049,male mar/wid,none,1.538081573,no known property,26.25552367,stores,for free,1.179360524,skilled,1.179360524,none,yes,bad
3079,<0,38.14333007,critical/order existing credit,domestic appliance,4290.257994,500<=X<10000,1<=X<4,1.685777343,female div/dep/mar,none,4,car,23.34288867,stores,own,1.657111329,skilled,1,none,yes,bad
3080,<0,24,all paid,new car,1355.282108,no known savings,<1,4,male single,none,2.805864887,car,39.41759466,stores,own,1.194135113,high qualif/self emp/mgmt,1.194135113,none,yes,bad
3081,<0,12,existing paid,new car,1373.726739,500<=X<10000,1<=X<4,2,female div/dep/mar,none,2.876661486,car,34.76661486,stores,own,1,skilled,1,none,yes,bad
3082,0<=X<200,12.67330075,existing paid,new car,1294.438916,<100,4<=X<7,3.056108395,female div/dep/mar,none,1.168325186,car,25.39275877,stores,rent,1,skilled,1,none,yes,bad
3083,0<=X<200,13.10818734,all paid,new car,1438.369396,100<=X<500,4<=X<7,2.547758312,male mar/wid,none,3.273879156,life insurance,27.35672506,stores,own,1.273879156,skilled,1,none,yes,bad
3084,0<=X<200,11.38330871,existing paid,furniture/equipment,955.4250369,<100,4<=X<7,2.191654354,male div/sep,none,2.397218118,car,30.58887247,stores,own,1.397218118,skilled,1.397218118,none,no,bad
3085,<0,24,delayed previously,new car,1333,<100,unemployed,4,male single,none,2,real estate,43,stores,for free,2,skilled,2,none,yes,bad
3086,no checking,21,delayed previously,business,2580,500<=X<10000,<1,4,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,bad
3087,<0,22.04356649,delayed previously,new car,4821.238939,<100,4<=X<7,2.163036126,male single,co applicant,3.163036126,life insurance,32.95643351,stores,own,1.163036126,skilled,1,yes,yes,bad
3088,<0,6,existing paid,new car,14896,<100,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
3089,0<=X<200,48,delayed previously,education,6224,<100,>=7,4,male single,none,4,no known property,50,stores,for free,1,skilled,1,none,yes,bad
3090,<0,14.16207057,existing paid,new car,1223.675859,<100,1<=X<4,4,female div/dep/mar,none,2.360345095,life insurance,23.6396549,stores,own,1,unemp/unskilled non res,1,none,yes,bad
3091,no checking,14.51566834,delayed previously,domestic appliance,2186.8572,<100,1<=X<4,3.128917085,male mar/wid,none,2,life insurance,26.69337563,bank,own,1,skilled,1,none,yes,bad
3092,<0,21.25870011,existing paid,new car,2310.310133,<100,<1,3.390822246,male mar/wid,co applicant,1.609177754,real estate,38.90822246,stores,own,1,skilled,1,none,yes,bad
3093,<0,18,critical/order existing credit,repairs,1190,<100,unemployed,2,female div/dep/mar,none,4,no known property,55,stores,for free,3,unemp/unskilled non res,2,none,yes,bad
3094,>=200,23.6638747,existing paid,new car,6760.433613,>=1000,1<=X<4,2.188795823,male mar/wid,none,3.622408353,car,61.01455454,stores,own,1.811204177,skilled,1,none,yes,bad
3095,<0,22.87352052,existing paid,new car,1381.469366,>=1000,1<=X<4,3.81225342,female div/dep/mar,none,2,life insurance,34.15514039,stores,own,1,skilled,1,none,yes,bad
3096,0<=X<200,45.66053601,existing paid,new car,3906.240673,<100,1<=X<4,4,male mar/wid,none,3.415134003,life insurance,45.22017867,stores,for free,1,skilled,1.805044668,none,yes,bad
3097,0<=X<200,24.35066819,existing paid,business,4242.558525,500<=X<10000,1<=X<4,1,male mar/wid,none,4,no known property,35.49347928,stores,own,2.961036868,unemp/unskilled non res,1,none,yes,bad
3098,>=200,36,existing paid,radio/tv,4210,<100,1<=X<4,4,male single,none,2,car,26,stores,own,1,skilled,1,none,yes,bad
3099,<0,12,all paid,radio/tv,2149,<100,1<=X<4,4,male div/sep,none,1,no known property,29,stores,for free,1,skilled,1,none,yes,bad
3100,<0,24,existing paid,furniture/equipment,2359,100<=X<500,unemployed,1,male div/sep,none,1,life insurance,33,stores,own,1,skilled,1,none,yes,bad
3101,0<=X<200,41.48297002,existing paid,repairs,4640.572122,<100,<1,2.728457084,male mar/wid,none,4,life insurance,24.27154292,bank,for free,1.728457084,skilled,1.728457084,none,yes,bad
3102,>=200,9.571685525,existing paid,new car,1320.992805,>=1000,1<=X<4,4,male single,guarantor,3.14337105,car,29.99820132,stores,own,1.428314475,skilled,1,none,yes,bad
3103,0<=X<200,13.60597856,critical/order existing credit,furniture/equipment,1272.364129,100<=X<500,1<=X<4,2,male div/sep,none,2.929347626,car,22.67663094,stores,rent,1,skilled,1,none,yes,bad
3104,0<=X<200,12.43994961,existing paid,furniture/equipment,1227.676106,<100,1<=X<4,3.443994961,female div/dep/mar,none,3.556005039,life insurance,23.55600504,stores,own,1,skilled,1,none,yes,bad
3105,0<=X<200,21.49043051,all paid,radio/tv,1543.490431,<100,4<=X<7,3.372607627,male mar/wid,guarantor,3.372607627,car,23.79086921,bank,rent,1,unemp/unskilled non res,1,none,yes,bad
3106,0<=X<200,36,critical/order existing credit,new car,2820,<100,<1,4,male div/sep,none,4,car,27,stores,own,2,skilled,1,none,yes,bad
3107,>=200,19.5025302,no credits/all paid,business,4151.226806,<100,1<=X<4,2.2504217,male single,none,2.5008434,car,32.7445179,stores,own,2,skilled,2,none,yes,bad
3108,>=200,18,existing paid,radio/tv,2100,<100,1<=X<4,4,male single,co applicant,2,real estate,37,,own,1,skilled,1,none,yes,bad
3109,<0,23.36153175,existing paid,furniture/equipment,1284.290591,no known savings,1<=X<4,4,female div/dep/mar,none,3.858118166,life insurance,31.43247266,stores,rent,1,skilled,1,none,yes,bad
3110,<0,18,existing paid,furniture/equipment,2473,<100,unemployed,4,male single,none,1,car,25,stores,own,1,unemp/unskilled non res,1,none,yes,bad
3111,0<=X<200,18.41192968,delayed previously,new car,1332.068655,<100,>=7,3.068654947,male single,none,1.534327474,life insurance,33.22087694,stores,for free,1.534327474,skilled,1.534327474,none,yes,bad
3112,<0,25.06869971,delayed previously,business,1911.835456,<100,<1,4,male single,none,3.452077745,no known property,58.05512731,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
3113,>=200,9,no credits/all paid,radio/tv,1337,<100,<1,4,male single,none,2,car,34,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
3114,0<=X<200,22.20981021,critical/order existing credit,other,1217.044277,100<=X<500,<1,3.552452554,male mar/wid,none,3.552452554,no known property,39.19345986,bank,own,2,skilled,1.850817518,none,yes,bad
3115,0<=X<200,30,critical/order existing credit,new car,4249,<100,unemployed,4,male mar/wid,none,2,car,28,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
3116,<0,24,delayed previously,new car,1366.992287,no known savings,1<=X<4,4,female div/dep/mar,none,3.691714397,no known property,29.62428404,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
3117,0<=X<200,27.95625258,existing paid,repairs,11848.80644,<100,4<=X<7,1,female div/dep/mar,none,2.021873708,life insurance,30.25312974,stores,own,1.340624569,skilled,1,none,yes,bad
